date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:30:16	18612/18612	---M--	200	added ('OK')	image/png	etag:%2207827fcc0bf85e9f067f5074da8414ce-ssl%22	https://andrewborstein.com/assets/img/gulp.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/gulp.png	(from https://andrewborstein.com/)
13:30:17	97140/97140	---M--	200	added ('OK')	image/png	etag:%225d8314072c0e272d0f9c998f4a88611a-ssl%22	https://andrewborstein.com/assets/img/grunt.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/grunt.png	(from https://andrewborstein.com/)
13:30:17	34716/34716	---M--	200	added ('OK')	image/png	etag:%2293b721e364c0feec6908ec6807078e3d-ssl%22	https://andrewborstein.com/assets/img/bower.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/bower.png	(from https://andrewborstein.com/)
13:30:17	11303/11303	---M--	200	added ('OK')	image/png	etag:%22b769e0eccb20e2904c74e977d137f692-ssl%22	https://andrewborstein.com/assets/img/wordpress.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/wordpress.png	(from https://andrewborstein.com/)
13:30:17	6964/6964	---M--	200	added ('OK')	image/png	etag:%22ef18cd9e68034e431faf3d4f5c36dd92-ssl%22	https://andrewborstein.com/assets/img/tumblr.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/tumblr.png	(from https://andrewborstein.com/)
13:30:18	5935/5935	---M--	200	added ('OK')	image/png	etag:%22725ffde500834eac4809e41aa06e7a95-ssl%22	https://andrewborstein.com/assets/img/squarespace.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/squarespace.png	(from https://andrewborstein.com/)
13:30:18	3851/3851	---M--	200	added ('OK')	image/png	etag:%2262deb49671cc7dd7a9f87edeb166272c-ssl%22	https://andrewborstein.com/assets/img/github.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/github.png	(from https://andrewborstein.com/)
13:30:18	4241/4241	---M--	200	added ('OK')	image/png	etag:%227c2a628dbd0efe0cd7ffd497dfec0388-ssl%22	https://andrewborstein.com/assets/img/heroku.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/heroku.png	(from https://andrewborstein.com/)
13:30:18	17493/17493	---M--	200	added ('OK')	image/png	etag:%22ad0b65d8e4836f20fd9c220da6f20184-ssl%22	https://andrewborstein.com/assets/img/photoshop.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/photoshop.png	(from https://andrewborstein.com/)
13:30:19	26337/26337	---M--	200	added ('OK')	image/png	etag:%22b960d8e23771534003585959284774d6-ssl%22	https://andrewborstein.com/assets/img/fcpx.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/fcpx.png	(from https://andrewborstein.com/)
13:30:19	16289/16289	---M-Z	200	added ('OK')	text/html	etag:%2229fd104470fa04cd6d832654cbf88d29-ssl-df%22	https://andrewborstein.com/blog/hello-world-and-why-im-blogging.html	C:/Mis%20lugares%20Web/test/andrewborstein.com/blog/hello-world-and-why-im-blogging.html	(from https://andrewborstein.com/)
13:30:19	95931/95931	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	C:/Mis%20lugares%20Web/test/ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	(from https://andrewborstein.com/)
13:30:20	115851/115851	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd49b7-1c48b%22	https://cdnjs.cloudflare.com/ajax/libs/materialize/0.95.3/js/materialize.min.js	C:/Mis%20lugares%20Web/test/cdnjs.cloudflare.com/ajax/libs/materialize/0.95.3/js/materialize.min.js	(from https://andrewborstein.com/)
13:30:20	209/209	---M--	200	added ('OK')	image/png	etag:%221cd18de59eada8b0059c2b063b668357-ssl%22	https://andrewborstein.com/assets/img/bg.png	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/bg.png	(from https://andrewborstein.com/assets/css/style.css)
13:30:20	193945/193945	---M--	200	added ('OK')	image/jpeg	etag:%224d79d0577cbd642885dffc1b14957286-ssl%22	https://andrewborstein.com/assets/img/andrew-borstein-2a.jpg	C:/Mis%20lugares%20Web/test/andrewborstein.com/assets/img/andrew-borstein-2a.jpg	(from https://andrewborstein.com/assets/css/style.css)
